timestamp,src_ip,dst_ip,protocol,packet_size,src_port,dst_port,tcp_flags,ttl,label
1776596837.718119,192.168.100.10,192.168.100.2,6,58,80,45158,18,64,normal
1776597000.3749893,192.168.100.2,192.168.100.10,6,54,19599,80,2,64,normal
1776596843.0970306,192.168.100.10,192.168.100.2,6,58,80,27599,18,64,normal
1776596837.4634433,192.168.100.10,192.168.100.2,6,58,80,30230,18,64,normal
1776596837.48363,192.168.100.2,192.168.100.10,6,54,31618,80,2,64,normal
1776596838.9334507,192.168.100.2,192.168.100.10,6,54,31890,80,2,64,normal
1776596837.9865954,192.168.100.10,192.168.100.2,6,58,80,57365,18,64,normal
1776596837.7271898,192.168.100.10,192.168.100.2,6,58,80,47793,18,64,normal
1776596838.776846,192.168.100.2,192.168.100.10,6,54,23788,80,4,64,normal
1776597011.854441,192.168.100.2,192.168.100.10,6,54,11834,80,2,64,normal
1776596841.6579251,192.168.100.2,192.168.100.10,6,54,34564,80,4,64,normal
1776596847.5376976,192.168.100.2,192.168.100.10,6,54,32159,80,2,64,normal
1776596838.861081,192.168.100.2,192.168.100.10,6,54,29261,80,2,64,normal
1776596840.859125,192.168.100.2,192.168.100.10,6,54,1460,80,2,64,normal
1776596837.0429907,192.168.100.10,192.168.100.2,6,58,80,8017,18,64,normal
1776596845.6418657,192.168.100.10,192.168.100.2,6,58,80,46941,18,64,normal
1776596829.2873745,192.168.100.2,192.168.100.10,6,58,35997,995,2,59,normal
1776596841.1867824,192.168.100.2,192.168.100.10,6,54,15708,80,4,64,normal
1776596838.1730607,192.168.100.2,192.168.100.10,6,54,63017,80,4,64,normal
1776596838.0478895,192.168.100.10,192.168.100.2,6,58,80,60412,18,64,normal
1776597000.3727481,192.168.100.2,192.168.100.10,6,54,19501,80,2,64,normal
1776596995.7497766,192.168.100.2,192.168.100.10,6,54,2036,80,2,64,normal
1776596829.3111212,192.168.100.2,192.168.100.10,6,58,35997,8800,2,39,normal
1776596996.0856123,192.168.100.2,192.168.100.10,6,54,24887,80,2,64,normal
1776596995.8148851,192.168.100.10,192.168.100.2,6,58,80,6950,18,64,normal
1776596840.9947045,192.168.100.2,192.168.100.10,6,54,6509,80,2,64,normal
1776596842.8541307,192.168.100.2,192.168.100.10,6,54,17098,80,4,64,normal
1776596848.5892644,192.168.100.2,192.168.100.10,6,54,33722,80,2,64,normal
1776596837.6537325,192.168.100.10,192.168.100.2,6,58,80,42524,18,64,normal
1776596839.5516284,192.168.100.2,192.168.100.10,6,54,60510,80,2,64,normal
1776596840.185542,192.168.100.2,192.168.100.10,6,54,33964,80,2,64,normal
1776596846.344563,192.168.100.10,192.168.100.2,6,58,80,26755,18,64,normal
1776596842.4861484,192.168.100.2,192.168.100.10,6,54,615,80,2,64,normal
1776596846.2659948,192.168.100.10,192.168.100.2,6,58,80,21868,18,64,normal
1776596995.5139039,192.168.100.10,192.168.100.2,6,58,80,1934,18,64,normal
1776596998.4995537,192.168.100.10,192.168.100.2,6,58,80,64666,18,64,normal
1776596847.7994199,192.168.100.2,192.168.100.10,6,54,49082,80,2,64,normal
1776596842.2602117,192.168.100.10,192.168.100.2,6,58,80,59758,18,64,normal
1776596843.1495311,192.168.100.2,192.168.100.10,6,54,30550,80,2,64,normal
1776596837.0058484,192.168.100.2,192.168.100.10,6,54,6177,80,4,64,normal
1776596995.9998171,192.168.100.2,192.168.100.10,6,54,19111,80,2,64,normal
1776596837.1615276,192.168.100.2,192.168.100.10,6,54,15803,80,2,64,normal
1776597007.4445734,192.168.100.10,192.168.100.2,6,58,80,14741,18,64,normal
1776596837.8703713,192.168.100.10,192.168.100.2,6,58,80,52326,18,64,normal
1776596840.2370353,192.168.100.2,192.168.100.10,6,54,38606,80,2,64,normal
1776596840.559069,192.168.100.2,192.168.100.10,6,54,51287,80,2,64,normal
1776596848.335282,192.168.100.2,192.168.100.10,6,54,17584,80,2,64,normal
1776596846.7000525,192.168.100.2,192.168.100.10,6,54,48304,80,4,64,normal
1776597010.3436582,192.168.100.2,192.168.100.10,6,54,6334,80,2,64,normal
1776596841.526645,192.168.100.2,192.168.100.10,6,54,31204,80,4,64,normal
1776596837.2709281,192.168.100.10,192.168.100.2,6,58,80,20136,18,64,normal
1776596841.6228564,192.168.100.2,192.168.100.10,6,54,33228,80,2,64,normal
1776596842.8791127,192.168.100.10,192.168.100.2,6,58,80,16339,18,64,normal
1776596847.3059056,192.168.100.2,192.168.100.10,6,54,21838,80,2,64,normal
1776596841.2472003,192.168.100.2,192.168.100.10,6,54,20866,80,2,64,normal
1776596837.8072078,192.168.100.2,192.168.100.10,6,54,52155,80,2,64,normal
1776596842.936542,192.168.100.10,192.168.100.2,6,58,80,18376,18,64,normal
1776596842.3756964,192.168.100.2,192.168.100.10,6,54,61542,80,2,64,normal
1776596837.1650746,192.168.100.2,192.168.100.10,6,54,10584,80,2,64,normal
1776596837.2212884,192.168.100.2,192.168.100.10,6,54,13711,80,2,64,normal
1776596816.689154,192.168.100.2,192.168.100.10,1,98,0,0,0,64,normal
1776596847.7930365,192.168.100.10,192.168.100.2,6,58,80,51937,18,64,normal
1776596840.192905,192.168.100.2,192.168.100.10,6,54,35985,80,2,64,normal
1776596840.3442833,192.168.100.2,192.168.100.10,6,54,39127,80,2,64,normal
1776596842.88115,192.168.100.2,192.168.100.10,6,54,16413,80,2,64,normal
1776596842.8561013,192.168.100.2,192.168.100.10,6,54,17171,80,2,64,normal
1776596843.1018736,192.168.100.10,192.168.100.2,6,58,80,30274,18,64,normal
1776596837.6749935,192.168.100.2,192.168.100.10,6,54,44973,80,4,64,normal
1776597004.6833026,192.168.100.10,192.168.100.2,6,58,80,60969,18,64,normal
1776596999.0626597,192.168.100.10,192.168.100.2,6,58,80,24742,18,64,normal
1776596840.16259,192.168.100.10,192.168.100.2,6,58,80,28889,18,64,normal
1776596837.7173624,192.168.100.10,192.168.100.2,6,58,80,45112,18,64,normal
1776596840.9488637,192.168.100.10,192.168.100.2,6,58,80,5108,18,64,normal
1776596836.9701452,192.168.100.2,192.168.100.10,6,54,4025,80,2,64,normal
1776596838.5849242,192.168.100.2,192.168.100.10,6,54,15753,80,2,64,normal
1776597016.8164408,192.168.100.2,192.168.100.10,6,54,36277,80,2,64,normal
1776596848.1801145,192.168.100.2,192.168.100.10,6,54,12200,80,4,64,normal
1776596845.7089489,192.168.100.10,192.168.100.2,6,58,80,52055,18,64,normal
1776596844.9293742,192.168.100.10,192.168.100.2,6,58,80,3429,18,64,normal
1776597014.8325772,192.168.100.2,192.168.100.10,6,54,43762,80,2,64,normal
1776596979.5592172,192.168.100.10,192.168.100.2,6,54,5061,60379,20,64,normal
1776596842.374711,192.168.100.2,192.168.100.10,6,54,61523,80,4,64,normal
1776596842.3406053,192.168.100.2,192.168.100.10,6,54,61582,80,2,64,normal
1776596838.2579787,192.168.100.10,192.168.100.2,6,58,80,2957,18,64,normal
1776596843.1582973,192.168.100.2,192.168.100.10,6,54,34184,80,4,64,normal
1776597000.5602155,192.168.100.10,192.168.100.2,6,58,80,34798,18,64,normal
1776596846.4561443,192.168.100.2,192.168.100.10,6,54,35896,80,2,64,normal
1776596844.5175023,192.168.100.2,192.168.100.10,6,54,48598,80,2,64,normal
1776596838.606213,192.168.100.10,192.168.100.2,6,58,80,14220,18,64,normal
1776596837.0017626,192.168.100.2,192.168.100.10,6,54,6879,80,2,64,normal
1776596837.8067358,192.168.100.2,192.168.100.10,6,54,52138,80,4,64,normal
1776596837.1849282,192.168.100.10,192.168.100.2,6,58,80,11604,18,64,normal
1776597001.254332,192.168.100.10,192.168.100.2,6,58,80,525,18,64,normal
1776597003.3496144,192.168.100.10,192.168.100.2,6,58,80,53802,18,64,normal
1776596848.106063,192.168.100.2,192.168.100.10,6,54,3128,80,2,64,normal
1776596848.360222,192.168.100.2,192.168.100.10,6,54,24099,80,2,64,normal
1776596840.155171,192.168.100.2,192.168.100.10,6,54,28539,80,2,64,normal
1776596842.0573807,192.168.100.2,192.168.100.10,6,54,51781,80,2,64,normal
1776596838.2379456,192.168.100.10,192.168.100.2,6,58,80,235,18,64,normal
1776596842.6231282,192.168.100.2,192.168.100.10,6,54,4436,80,2,64,normal
1776597010.8187382,192.168.100.2,192.168.100.10,6,54,28482,80,2,64,normal
1776596844.753557,192.168.100.10,192.168.100.2,6,58,80,58679,18,64,normal
1776596840.9805036,192.168.100.2,192.168.100.10,6,54,7175,80,2,64,normal
1776596837.2428813,192.168.100.2,192.168.100.10,6,54,19020,80,2,64,normal
1776596837.247502,192.168.100.2,192.168.100.10,6,54,19799,80,2,64,normal
1776596837.6910155,192.168.100.2,192.168.100.10,6,54,44660,80,2,64,normal
1776596839.4513412,192.168.100.2,192.168.100.10,6,54,58275,80,2,64,normal
1776596841.2909026,192.168.100.10,192.168.100.2,6,58,80,21038,18,64,normal
1776597007.9408405,192.168.100.10,192.168.100.2,6,58,80,43592,18,64,normal
1776596843.1724162,192.168.100.2,192.168.100.10,6,54,34816,80,2,64,normal
1776596837.6116066,192.168.100.10,192.168.100.2,6,58,80,41075,18,64,normal
1776596844.2259057,192.168.100.10,192.168.100.2,6,58,80,27703,18,64,normal
1776596843.1030326,192.168.100.10,192.168.100.2,6,58,80,30330,18,64,normal
1776596838.0378132,192.168.100.10,192.168.100.2,6,58,80,60116,18,64,normal
1776597002.5589147,192.168.100.10,192.168.100.2,6,58,80,4442,18,64,normal
1776597004.8305087,192.168.100.2,192.168.100.10,6,54,2817,80,2,64,normal
1776596837.4389732,192.168.100.2,192.168.100.10,6,54,29122,80,2,64,normal
1776596845.7122607,192.168.100.2,192.168.100.10,6,54,52333,80,4,64,normal
1776596845.3222592,192.168.100.10,192.168.100.2,6,58,80,27903,18,64,normal
1776596838.5349936,192.168.100.10,192.168.100.2,6,58,80,11314,18,64,normal
1776596838.7786448,192.168.100.10,192.168.100.2,6,58,80,23261,18,64,normal
1776596838.4967897,192.168.100.2,192.168.100.10,6,54,11281,80,2,64,normal
1776596847.9809477,192.168.100.2,192.168.100.10,6,54,64179,80,4,64,normal
1776596997.1881773,192.168.100.10,192.168.100.2,6,58,80,65500,18,64,normal
1776597000.0304506,192.168.100.2,192.168.100.10,6,54,3659,80,2,64,normal
1776596846.207481,192.168.100.2,192.168.100.10,6,54,21680,80,2,64,normal
1776596837.6688304,192.168.100.2,192.168.100.10,6,54,44570,80,2,64,normal
1776596838.009077,192.168.100.2,192.168.100.10,6,54,60014,80,4,64,normal
1776596845.0626912,192.168.100.2,192.168.100.10,6,54,15381,80,2,64,normal
1776596842.0913188,192.168.100.10,192.168.100.2,6,58,80,50716,18,64,normal
1776596770.6140726,192.168.100.10,192.168.100.2,1,98,0,0,0,64,normal
1776596846.3497305,192.168.100.2,192.168.100.10,6,54,27246,80,2,64,normal
1776596840.605641,192.168.100.2,192.168.100.10,6,54,57482,80,2,64,normal
1776596843.2231445,192.168.100.10,192.168.100.2,6,58,80,34990,18,64,normal
1776596838.0870378,192.168.100.10,192.168.100.2,6,58,80,61552,18,64,normal
1776596829.2879262,192.168.100.2,192.168.100.10,6,58,35997,8888,2,39,normal
1776597001.92122,192.168.100.2,192.168.100.10,6,54,42427,80,2,64,normal
1776597017.9278672,192.168.100.10,192.168.100.2,6,58,80,15510,18,64,normal
1776596841.41456,192.168.100.10,192.168.100.2,6,58,80,27646,18,64,normal
1776596847.9734411,192.168.100.2,192.168.100.10,6,54,59421,80,2,64,normal
1776596840.6116889,192.168.100.2,192.168.100.10,6,54,59765,80,2,64,normal
1776596998.2955532,192.168.100.2,192.168.100.10,6,54,55921,80,2,64,normal
1776596839.4989753,192.168.100.2,192.168.100.10,6,54,58955,80,2,64,normal
1776596848.2441535,192.168.100.10,192.168.100.2,6,58,80,12396,18,64,normal
1776596842.5551379,192.168.100.10,192.168.100.2,6,58,80,2622,18,64,normal
1776596839.4947977,192.168.100.2,192.168.100.10,6,54,58769,80,4,64,normal
1776596839.293801,192.168.100.10,192.168.100.2,6,58,80,47725,18,64,normal
1776596838.5211313,192.168.100.10,192.168.100.2,6,58,80,12042,18,64,normal
1776597008.0798595,192.168.100.10,192.168.100.2,6,58,80,43873,18,64,normal
1776596840.9492662,192.168.100.2,192.168.100.10,6,54,5123,80,2,64,normal
1776596998.8204405,192.168.100.2,192.168.100.10,6,54,10612,80,2,64,normal
1776596811.5719275,192.168.100.10,192.168.100.2,1,98,0,0,0,64,normal
1776596837.281875,192.168.100.10,192.168.100.2,6,58,80,20239,18,64,normal
1776596838.231918,192.168.100.2,192.168.100.10,6,54,65454,80,2,64,normal
1776596843.7814548,192.168.100.2,192.168.100.10,6,54,35,80,2,64,normal
1776596839.4882987,192.168.100.2,192.168.100.10,6,54,58462,80,4,64,normal
1776596846.2731633,192.168.100.10,192.168.100.2,6,58,80,26419,18,64,normal
1776596837.5238829,192.168.100.10,192.168.100.2,6,58,80,34040,18,64,normal
1776596997.1142457,192.168.100.10,192.168.100.2,6,58,80,7068,18,64,normal
1776596841.5227175,192.168.100.2,192.168.100.10,6,54,29851,80,2,64,normal
1776596837.9861195,192.168.100.2,192.168.100.10,6,54,57336,80,2,64,normal
1776596846.708137,192.168.100.2,192.168.100.10,6,54,45777,80,2,64,normal
1776596837.5211773,192.168.100.2,192.168.100.10,6,54,33879,80,2,64,normal
1776597002.0870974,192.168.100.2,192.168.100.10,6,54,50246,80,2,64,normal
1776596836.8494184,192.168.100.2,192.168.100.10,6,54,1501,80,4,64,normal
1776596840.5630343,192.168.100.2,192.168.100.10,6,54,56871,80,2,64,normal
1776596838.7454162,192.168.100.2,192.168.100.10,6,54,23240,80,2,64,normal
1776597003.9321644,192.168.100.10,192.168.100.2,6,58,80,14423,18,64,normal
1776596839.2388017,192.168.100.2,192.168.100.10,6,54,47919,80,2,64,normal
1776596839.9239647,192.168.100.10,192.168.100.2,6,58,80,15864,18,64,normal
1776597002.0936012,192.168.100.2,192.168.100.10,6,54,55814,80,2,64,normal
1776596792.116398,192.168.100.10,192.168.100.2,1,98,0,0,0,64,normal
1776596837.8731716,192.168.100.2,192.168.100.10,6,54,54488,80,2,64,normal
1776596837.5484169,192.168.100.10,192.168.100.2,6,58,80,35313,18,64,normal
1776596839.7564757,192.168.100.2,192.168.100.10,6,54,9560,80,4,64,normal
1776597006.0297577,192.168.100.10,192.168.100.2,6,58,80,611,18,64,normal
1776596847.498069,192.168.100.10,192.168.100.2,6,58,80,28416,18,64,normal
1776596838.8808756,192.168.100.2,192.168.100.10,6,54,27174,80,2,64,normal
1776596841.7844448,192.168.100.2,192.168.100.10,6,54,39836,80,2,64,normal
1776596838.3256288,192.168.100.10,192.168.100.2,6,58,80,4816,18,64,normal
1776597000.432925,192.168.100.2,192.168.100.10,6,54,22721,80,2,64,normal
1776596997.602072,192.168.100.10,192.168.100.2,6,58,80,24721,18,64,normal
1776596840.4973698,192.168.100.2,192.168.100.10,6,54,47711,80,4,64,normal
1776596841.3703892,192.168.100.10,192.168.100.2,6,58,80,25147,18,64,normal
1776596840.2304175,192.168.100.10,192.168.100.2,6,58,80,35250,18,64,normal
1776596849.020929,192.168.100.2,192.168.100.10,6,54,60126,80,2,64,normal
1776596837.9342463,192.168.100.10,192.168.100.2,6,58,80,55066,18,64,normal
1776596998.7139242,192.168.100.2,192.168.100.10,6,54,6720,80,2,64,normal
1776596839.1428545,192.168.100.10,192.168.100.2,6,58,80,43200,18,64,normal
1776596841.6519725,192.168.100.2,192.168.100.10,6,54,34313,80,2,64,normal
1776596846.022447,192.168.100.2,192.168.100.10,6,54,5203,80,2,64,normal
1776596839.692616,192.168.100.10,192.168.100.2,6,58,80,4277,18,64,normal
1776597006.3059359,192.168.100.10,192.168.100.2,6,58,80,18329,18,64,normal
1776596839.4956288,192.168.100.10,192.168.100.2,6,58,80,57708,18,64,normal
1776596837.955689,192.168.100.2,192.168.100.10,6,54,58109,80,2,64,normal
1776596845.6113927,192.168.100.10,192.168.100.2,6,58,80,47514,18,64,normal
1776596837.2934628,192.168.100.2,192.168.100.10,6,54,20473,80,2,64,normal
1776596845.1956108,192.168.100.2,192.168.100.10,6,54,22452,80,4,64,normal
1776596841.798294,192.168.100.10,192.168.100.2,6,58,80,42555,18,64,normal
1776596845.6720405,192.168.100.2,192.168.100.10,6,54,47769,80,2,64,normal
1776596995.6512213,192.168.100.2,192.168.100.10,6,54,1961,80,2,64,normal
1776597016.666903,192.168.100.2,192.168.100.10,6,54,14648,80,4,64,normal
1776596837.3281853,192.168.100.2,192.168.100.10,6,54,22487,80,2,64,normal
1776596837.3914685,192.168.100.2,192.168.100.10,6,54,26101,80,2,64,normal
1776596841.041363,192.168.100.10,192.168.100.2,6,58,80,8184,18,64,normal
1776596846.9405448,192.168.100.2,192.168.100.10,6,54,63111,80,4,64,normal
1776596836.9031148,192.168.100.2,192.168.100.10,6,54,2367,80,2,64,normal
1776596848.689787,192.168.100.2,192.168.100.10,6,54,39330,80,4,64,normal
1776596841.2663925,192.168.100.2,192.168.100.10,6,54,19936,80,2,64,normal
1776596837.516717,192.168.100.10,192.168.100.2,6,58,80,33440,18,64,normal
1776596847.306966,192.168.100.2,192.168.100.10,6,54,18564,80,2,64,normal
1776596997.1815293,192.168.100.10,192.168.100.2,6,58,80,64935,18,64,normal
1776597010.0374815,192.168.100.2,192.168.100.10,6,54,55545,80,2,64,normal
1776597014.8336911,192.168.100.2,192.168.100.10,6,54,43793,80,4,64,normal
1776596843.718945,192.168.100.10,192.168.100.2,6,58,80,62041,18,64,normal
1776596838.7061815,192.168.100.10,192.168.100.2,6,58,80,21142,18,64,normal
1776596839.6240404,192.168.100.10,192.168.100.2,6,58,80,836,18,64,normal
1776596846.7868373,192.168.100.2,192.168.100.10,6,54,50103,80,4,64,normal
1776596844.321869,192.168.100.2,192.168.100.10,6,54,34060,80,4,64,normal
1776596839.3610144,192.168.100.2,192.168.100.10,6,54,51154,80,2,64,normal
1776596844.5739262,192.168.100.2,192.168.100.10,6,54,49030,80,2,64,normal
1776596838.8085103,192.168.100.10,192.168.100.2,6,58,80,25584,18,64,normal
1776596844.3298886,192.168.100.2,192.168.100.10,6,54,37581,80,4,64,normal
1776596788.019824,192.168.100.2,192.168.100.10,1,98,0,0,0,64,normal
1776596995.625216,192.168.100.2,192.168.100.10,6,54,1948,80,2,64,normal
1776596829.3255258,192.168.100.10,192.168.100.2,6,54,2013,35997,20,64,normal
1776596841.3245168,192.168.100.2,192.168.100.10,6,54,22145,80,2,64,normal
1776596842.9132318,192.168.100.2,192.168.100.10,6,54,17467,80,4,64,normal
1776596979.3625906,192.168.100.2,192.168.100.10,6,58,60379,199,2,51,normal
1776596842.804289,192.168.100.2,192.168.100.10,6,54,13117,80,2,64,normal
1776596842.812879,192.168.100.2,192.168.100.10,6,54,16019,80,2,64,normal
1776596997.8139765,192.168.100.2,192.168.100.10,6,54,35355,80,2,64,normal
1776596845.675666,192.168.100.2,192.168.100.10,6,54,48051,80,2,64,normal
1776596836.9778743,192.168.100.2,192.168.100.10,6,54,4351,80,2,64,normal
1776596844.71776,192.168.100.2,192.168.100.10,6,54,57901,80,2,64,normal
1776596829.2925472,192.168.100.2,192.168.100.10,6,58,35997,32768,2,53,normal
1776596842.160176,192.168.100.10,192.168.100.2,6,58,80,54047,18,64,normal
1776596843.7926583,192.168.100.10,192.168.100.2,6,58,80,619,18,64,normal
1776596843.3242104,192.168.100.10,192.168.100.2,6,58,80,40377,18,64,normal
1776596842.0487547,192.168.100.2,192.168.100.10,6,54,49796,80,2,64,normal
1776596837.085142,192.168.100.2,192.168.100.10,6,54,7794,80,2,64,normal
1776596841.332345,192.168.100.10,192.168.100.2,6,58,80,22388,18,64,normal
1776596849.3442435,192.168.100.2,192.168.100.10,6,54,16182,80,2,64,normal
1776596842.7447944,192.168.100.10,192.168.100.2,6,58,80,10043,18,64,normal
1776596840.2272563,192.168.100.2,192.168.100.10,6,54,35021,80,2,64,normal
1776596837.2930312,192.168.100.2,192.168.100.10,6,54,20456,80,4,64,normal
1776596840.4250562,192.168.100.2,192.168.100.10,6,54,43538,80,2,64,normal
1776597006.664458,192.168.100.2,192.168.100.10,6,54,34532,80,2,64,normal
1776596841.3493476,192.168.100.2,192.168.100.10,6,54,23294,80,2,64,normal
1776596841.5808322,192.168.100.10,192.168.100.2,6,58,80,33043,18,64,normal
1776596979.5590863,192.168.100.2,192.168.100.10,6,58,60379,5061,2,39,normal
1776597002.3326576,192.168.100.2,192.168.100.10,6,54,60293,80,2,64,normal
1776596837.2775977,192.168.100.2,192.168.100.10,6,54,20149,80,2,64,normal
1776596846.7817013,192.168.100.10,192.168.100.2,6,58,80,49135,18,64,normal
1776596846.455665,192.168.100.10,192.168.100.2,6,58,80,32303,18,64,normal
1776596840.364714,192.168.100.2,192.168.100.10,6,54,42620,80,2,64,normal
1776596840.8926346,192.168.100.10,192.168.100.2,6,58,80,2316,18,64,normal
1776596837.2632751,192.168.100.2,192.168.100.10,6,54,19349,80,4,64,normal
1776597000.7281356,192.168.100.2,192.168.100.10,6,54,38544,80,4,64,normal
1776596838.2711084,192.168.100.2,192.168.100.10,6,54,4532,80,2,64,normal
1776596843.5963812,192.168.100.10,192.168.100.2,6,58,80,56450,18,64,normal
1776596841.053855,192.168.100.10,192.168.100.2,6,58,80,9852,18,64,normal
1776596841.8597403,192.168.100.10,192.168.100.2,6,58,80,44917,18,64,normal
1776596979.3407485,192.168.100.10,192.168.100.2,6,54,443,60379,20,64,normal
1776596839.241542,192.168.100.2,192.168.100.10,6,54,45629,80,2,64,normal
1776596837.1992207,192.168.100.2,192.168.100.10,6,54,17779,80,2,64,normal
1776596839.1771913,192.168.100.2,192.168.100.10,6,54,43606,80,4,64,normal
1776596837.5610156,192.168.100.10,192.168.100.2,6,58,80,37102,18,64,normal
1776597007.9615579,192.168.100.2,192.168.100.10,6,54,38263,80,2,64,normal
1776596846.6917288,192.168.100.10,192.168.100.2,6,58,80,44019,18,64,normal
1776596838.6618643,192.168.100.2,192.168.100.10,6,54,19202,80,2,64,normal
1776596848.119487,192.168.100.10,192.168.100.2,6,58,80,3459,18,64,normal
1776596843.6633813,192.168.100.2,192.168.100.10,6,54,61970,80,2,64,normal
1776596842.2006922,192.168.100.10,192.168.100.2,6,58,80,55364,18,64,normal
1776596845.795212,192.168.100.2,192.168.100.10,6,54,57009,80,2,64,normal
1776596844.392545,192.168.100.2,192.168.100.10,6,54,38321,80,2,64,normal
1776596844.0858486,192.168.100.2,192.168.100.10,6,54,18593,80,4,64,normal
1776596837.3778188,192.168.100.2,192.168.100.10,6,54,25461,80,2,64,normal
1776596995.5079026,192.168.100.2,192.168.100.10,6,54,1939,80,2,64,normal
1776596998.0021474,192.168.100.2,192.168.100.10,6,54,45447,80,4,64,normal
1776596847.1032367,192.168.100.2,192.168.100.10,6,54,4090,80,4,64,normal
1776597006.7965484,192.168.100.2,192.168.100.10,6,54,45577,80,2,64,normal
1776596839.8612874,192.168.100.2,192.168.100.10,6,54,11538,80,4,64,normal
1776596838.733775,192.168.100.2,192.168.100.10,6,54,21536,80,2,64,normal
1776596846.4205735,192.168.100.10,192.168.100.2,6,58,80,31276,18,64,normal
1776596847.0151312,192.168.100.2,192.168.100.10,6,54,63668,80,2,64,normal
1776596837.8288124,192.168.100.10,192.168.100.2,6,58,80,52515,18,64,normal
1776596837.4817557,192.168.100.2,192.168.100.10,6,54,31521,80,4,64,normal
1776596845.3234072,192.168.100.10,192.168.100.2,6,58,80,27684,18,64,normal
