protocol,packet_size,src_port,dst_port,tcp_flags,ttl,pkts_per_sec,unique_dst_ports,avg_packet_size,std_packet_size,label
6,54,3283,35997,20,64,24,1,54.0,0.0,normal
6,58,35997,10629,2,55,35,29,58.0,0.0,normal
6,58,35997,1311,2,41,37,30,58.0,0.0,normal
6,58,35997,1311,2,41,37,30,58.0,0.0,normal
6,58,35997,1079,2,38,38,31,58.0,0.0,normal
6,54,4343,35997,20,64,25,1,54.0,0.0,normal
6,54,12265,35997,20,64,26,1,54.0,0.0,normal
6,54,481,35997,20,64,27,1,54.0,0.0,normal
6,54,1114,35997,20,64,28,1,54.0,0.0,normal
6,54,2013,35997,20,64,29,1,54.0,0.0,normal
6,58,35997,5004,2,41,39,32,58.0,0.0,normal
6,58,35997,1124,2,43,40,33,58.0,0.0,normal
6,58,35997,1022,2,39,41,34,58.0,0.0,normal
6,58,35997,18101,2,41,42,35,58.0,0.0,normal
6,58,35997,38292,2,53,43,36,58.0,0.0,normal
6,54,1489,80,2,64,1,1,54.0,,normal
6,58,80,1490,18,64,1,1,58.0,,normal
6,54,1491,80,2,64,3,1,54.0,0.0,normal
6,54,1491,80,2,64,3,1,54.0,0.0,normal
6,58,80,1491,18,64,2,2,58.0,0.0,normal
6,58,80,1491,18,64,3,2,58.0,0.0,normal
6,54,1493,80,2,64,4,1,54.0,0.0,normal
6,54,1495,80,4,64,5,1,54.0,0.0,normal
6,54,1497,80,2,64,6,1,54.0,0.0,normal
6,54,1498,80,2,64,7,1,54.0,0.0,normal
6,58,80,1498,18,64,4,3,58.0,0.0,normal
6,58,80,1497,18,64,5,4,58.0,0.0,normal
6,54,1502,80,2,64,8,1,54.0,0.0,normal
6,54,1502,80,4,64,9,1,54.0,0.0,normal
6,58,80,1499,18,64,6,5,58.0,0.0,normal
6,58,80,1500,18,64,7,6,58.0,0.0,normal
6,58,80,1504,18,64,8,7,58.0,0.0,normal
6,54,1501,80,4,64,10,1,54.0,0.0,normal
6,58,80,1508,18,64,9,8,58.0,0.0,normal
6,54,1511,80,2,64,11,1,54.0,0.0,normal
6,54,1511,80,4,64,12,1,54.0,0.0,normal
6,54,1512,80,2,64,13,1,54.0,0.0,normal
6,54,1513,80,2,64,14,1,54.0,0.0,normal
6,54,1514,80,2,64,15,1,54.0,0.0,normal
6,54,1514,80,4,64,16,1,54.0,0.0,normal
6,54,1515,80,2,64,17,1,54.0,0.0,normal
6,54,1504,80,4,64,18,1,54.0,0.0,normal
6,54,1505,80,4,64,19,1,54.0,0.0,normal
6,58,80,1507,18,64,10,9,58.0,0.0,normal
6,54,1522,80,4,64,21,1,54.0,0.0,normal
6,54,1522,80,4,64,21,1,54.0,0.0,normal
6,58,80,1512,18,64,11,10,58.0,0.0,normal
6,54,1524,80,4,64,23,1,54.0,0.0,normal
6,54,1524,80,4,64,23,1,54.0,0.0,normal
6,58,80,1525,18,64,12,11,58.0,0.0,normal
6,54,1525,80,4,64,24,1,54.0,0.0,normal
6,58,80,1513,18,64,15,12,58.0,0.0,normal
6,58,80,1513,18,64,15,12,58.0,0.0,normal
6,58,80,1513,18,64,15,12,58.0,0.0,normal
6,54,1514,80,2,64,25,1,54.0,0.0,normal
6,54,1516,80,2,64,26,1,54.0,0.0,normal
6,58,80,1529,18,64,16,13,58.0,0.0,normal
6,58,80,1530,18,64,17,14,58.0,0.0,normal
6,54,1533,80,2,64,27,1,54.0,0.0,normal
6,58,80,1519,18,64,18,15,58.0,0.0,normal
6,58,80,1534,18,64,19,16,58.0,0.0,normal
6,54,1536,80,2,64,28,1,54.0,0.0,normal
6,58,80,1521,18,64,22,17,58.0,0.0,normal
6,58,80,1521,18,64,22,17,58.0,0.0,normal
6,58,80,1521,18,64,22,17,58.0,0.0,normal
6,54,1687,80,2,64,29,1,54.0,0.0,normal
6,54,1522,80,4,64,31,1,54.0,0.0,normal
6,54,1522,80,4,64,31,1,54.0,0.0,normal
6,58,80,1728,18,64,24,18,58.0,0.0,normal
6,58,80,1728,18,64,24,18,58.0,0.0,normal
6,58,80,1749,18,64,26,19,58.0,0.0,normal
6,58,80,1749,18,64,26,19,58.0,0.0,normal
6,54,1524,80,2,64,32,1,54.0,0.0,normal
6,58,80,1524,18,64,27,20,58.0,0.0,normal
6,54,2119,80,2,64,33,1,54.0,0.0,normal
6,54,2141,80,2,64,34,1,54.0,0.0,normal
6,54,2161,80,2,64,35,1,54.0,0.0,normal
6,58,80,1527,18,64,28,21,58.0,0.0,normal
6,54,2367,80,2,64,36,1,54.0,0.0,normal
6,54,1530,80,4,64,38,1,54.0,0.0,normal
6,54,1530,80,4,64,38,1,54.0,0.0,normal
6,54,1531,80,2,64,39,1,54.0,0.0,normal
6,54,2740,80,4,64,40,1,54.0,0.0,normal
6,58,80,2780,18,64,29,22,58.0,0.0,normal
6,54,2817,80,4,64,41,1,54.0,0.0,normal
6,54,1533,80,2,64,42,1,54.0,0.0,normal
6,58,80,2851,18,64,30,23,58.0,0.0,normal
6,54,3194,80,2,64,43,1,54.0,0.0,normal
6,54,3213,80,2,64,44,1,54.0,0.0,normal
6,54,3257,80,2,64,45,1,54.0,0.0,normal
6,58,80,3296,18,64,31,24,58.0,0.0,normal
6,54,3306,80,2,64,46,1,54.0,0.0,normal
6,54,1739,80,2,64,47,1,54.0,0.0,normal
6,54,1785,80,2,64,48,1,54.0,0.0,normal
6,58,80,3601,18,64,32,25,58.0,0.0,normal
6,58,80,3706,18,64,33,26,58.0,0.0,normal
6,58,80,2358,18,64,34,27,58.0,0.0,normal
6,54,2431,80,2,64,49,1,54.0,0.0,normal
6,54,2798,80,2,64,50,1,54.0,0.0,normal
6,54,4074,80,2,64,51,1,54.0,0.0,normal
6,54,4223,80,2,64,52,1,54.0,0.0,normal
6,58,80,3301,18,64,35,28,58.0,0.0,normal
6,54,4404,80,4,64,53,1,54.0,0.0,normal
6,54,4413,80,2,64,54,1,54.0,0.0,normal
6,54,4460,80,2,64,55,1,54.0,0.0,normal
6,54,4505,80,4,64,56,1,54.0,0.0,normal
6,54,5027,80,2,64,57,1,54.0,0.0,normal
6,54,5210,80,2,64,59,1,54.0,0.0,normal
6,54,5210,80,2,64,59,1,54.0,0.0,normal
6,54,3545,80,2,64,60,1,54.0,0.0,normal
6,54,3667,80,2,64,61,1,54.0,0.0,normal
6,54,3816,80,2,64,62,1,54.0,0.0,normal
6,54,3866,80,2,64,63,1,54.0,0.0,normal
6,54,5374,80,2,64,64,1,54.0,0.0,normal
6,54,3928,80,4,64,65,1,54.0,0.0,normal
6,54,4025,80,2,64,66,1,54.0,0.0,normal
6,58,80,5577,18,64,36,29,58.0,0.0,normal
6,54,5645,80,2,64,67,1,54.0,0.0,normal
6,54,4278,80,2,64,68,1,54.0,0.0,normal
6,54,5743,80,2,64,69,1,54.0,0.0,normal
6,54,4351,80,2,64,71,1,54.0,0.0,normal
6,54,4351,80,2,64,71,1,54.0,0.0,normal
6,58,80,5861,18,64,37,30,58.0,0.0,normal
6,54,4401,80,2,64,72,1,54.0,0.0,normal
6,54,6010,80,4,64,73,1,54.0,0.0,normal
6,54,6448,80,2,64,74,1,54.0,0.0,normal
6,58,80,5146,18,64,38,31,58.0,0.0,normal
6,54,5249,80,2,64,75,1,54.0,0.0,normal
6,58,80,6507,18,64,39,32,58.0,0.0,normal
6,54,5389,80,4,64,76,1,54.0,0.0,normal
6,54,5684,80,2,64,77,1,54.0,0.0,normal
6,54,6859,80,2,64,78,1,54.0,0.0,normal
6,54,6879,80,2,64,79,1,54.0,0.0,normal
6,54,6925,80,4,64,80,1,54.0,0.0,normal
6,54,5913,80,4,64,81,1,54.0,0.0,normal
6,54,6177,80,4,64,82,1,54.0,0.0,normal
6,58,80,6326,18,64,40,33,58.0,0.0,normal
6,58,80,6350,18,64,41,34,58.0,0.0,normal
6,58,80,6472,18,64,42,35,58.0,0.0,normal
6,58,80,6897,18,64,43,36,58.0,0.0,normal
6,54,7023,80,2,64,83,1,54.0,0.0,normal
6,54,7039,80,4,64,84,1,54.0,0.0,normal
6,54,7330,80,4,64,85,1,54.0,0.0,normal
6,54,7648,80,2,64,86,1,54.0,0.0,normal
6,54,7676,80,2,64,88,1,54.0,0.0,normal
6,54,7676,80,2,64,88,1,54.0,0.0,normal
6,54,7773,80,2,64,89,1,54.0,0.0,normal
6,58,80,8017,18,64,44,37,58.0,0.0,normal
6,58,80,8184,18,64,45,38,58.0,0.0,normal
6,54,8965,80,2,64,90,1,54.0,0.0,normal
6,54,9078,80,2,64,91,1,54.0,0.0,normal
6,58,80,9115,18,64,46,39,58.0,0.0,normal
6,58,80,9314,18,64,47,40,58.0,0.0,normal
6,58,80,9699,18,64,48,41,58.0,0.0,normal
6,54,9794,80,2,64,92,1,54.0,0.0,normal
6,58,80,9854,18,64,49,42,58.0,0.0,normal
6,54,9950,80,2,64,94,1,54.0,0.0,normal
6,54,9950,80,2,64,94,1,54.0,0.0,normal
6,58,80,7083,18,64,50,43,58.0,0.0,normal
6,54,10110,80,2,64,95,1,54.0,0.0,normal
6,54,7129,80,2,64,96,1,54.0,0.0,normal
6,58,80,7209,18,64,51,44,58.0,0.0,normal
6,58,80,7706,18,64,52,45,58.0,0.0,normal
6,54,7727,80,4,64,97,1,54.0,0.0,normal
6,54,7794,80,2,64,98,1,54.0,0.0,normal
6,54,7997,80,4,64,99,1,54.0,0.0,normal
6,54,8209,80,2,64,100,1,54.0,0.0,normal
6,54,8254,80,2,64,101,1,54.0,0.0,normal
6,54,8361,80,4,64,102,1,54.0,0.0,normal
6,54,8389,80,2,64,103,1,54.0,0.0,normal
6,54,8506,80,4,64,104,1,54.0,0.0,normal
6,54,8593,80,2,64,105,1,54.0,0.0,normal
6,54,8685,80,2,64,107,1,54.0,0.0,normal
6,54,8685,80,2,64,107,1,54.0,0.0,normal
6,54,8714,80,4,64,108,1,54.0,0.0,normal
6,58,80,8814,18,64,53,46,58.0,0.0,normal
6,58,80,8840,18,64,54,47,58.0,0.0,normal
6,54,9764,80,2,64,109,1,54.0,0.0,normal
6,54,9996,80,2,64,110,1,54.0,0.0,normal
6,58,80,10280,18,64,55,48,58.0,0.0,normal
6,58,80,10357,18,64,56,49,58.0,0.0,normal
6,54,10417,80,2,64,111,1,54.0,0.0,normal
6,58,80,10525,18,64,57,50,58.0,0.0,normal
6,54,10583,80,4,64,113,1,54.0,0.0,normal
6,54,10583,80,4,64,113,1,54.0,0.0,normal
6,54,11159,80,2,64,114,1,54.0,0.0,normal
6,58,80,11230,18,64,58,51,58.0,0.0,normal
6,54,11263,80,2,64,115,1,54.0,0.0,normal
6,58,80,11293,18,64,59,52,58.0,0.0,normal
6,54,11323,80,4,64,116,1,54.0,0.0,normal
6,58,80,11409,18,64,60,53,58.0,0.0,normal
6,54,11446,80,2,64,117,1,54.0,0.0,normal
6,58,80,11545,18,64,61,54,58.0,0.0,normal
6,58,80,11670,18,64,62,55,58.0,0.0,normal
6,54,15452,80,2,64,118,1,54.0,0.0,normal
6,54,15504,80,4,64,119,1,54.0,0.0,normal
6,54,15559,80,2,64,120,1,54.0,0.0,normal
6,54,15635,80,2,64,121,1,54.0,0.0,normal
6,58,80,15700,18,64,63,56,58.0,0.0,normal
6,54,15803,80,2,64,122,1,54.0,0.0,normal
6,54,15868,80,2,64,123,1,54.0,0.0,normal
6,58,80,16528,18,64,64,57,58.0,0.0,normal
6,54,10508,80,2,64,124,1,54.0,0.0,normal
6,54,10584,80,2,64,126,1,54.0,0.0,normal
6,54,10584,80,2,64,126,1,54.0,0.0,normal
6,58,80,11107,18,64,65,58,58.0,0.0,normal
6,54,11184,80,2,64,127,1,54.0,0.0,normal
6,54,11245,80,4,64,128,1,54.0,0.0,normal
6,54,11282,80,2,64,129,1,54.0,0.0,normal
6,58,80,11319,18,64,66,59,58.0,0.0,normal
6,54,11393,80,2,64,130,1,54.0,0.0,normal
6,58,80,16890,18,64,67,60,58.0,0.0,normal
6,58,80,16923,18,64,68,61,58.0,0.0,normal
6,58,80,17062,18,64,69,62,58.0,0.0,normal
6,58,80,17215,18,64,70,63,58.0,0.0,normal
6,58,80,11604,18,64,72,64,58.0,0.0,normal
6,58,80,11604,18,64,72,64,58.0,0.0,normal
6,54,17228,80,4,64,131,1,54.0,0.0,normal
6,54,11677,80,2,64,132,1,54.0,0.0,normal
6,58,80,17532,18,64,74,65,58.0,0.0,normal
6,58,80,17532,18,64,74,65,58.0,0.0,normal
6,58,80,17567,18,64,75,66,58.0,0.0,normal
6,58,80,11776,18,64,76,67,58.0,0.0,normal
6,54,11854,80,2,64,133,1,54.0,0.0,normal
6,58,80,17661,18,64,77,68,58.0,0.0,normal
6,58,80,11938,18,64,78,69,58.0,0.0,normal
6,58,80,12002,18,64,80,70,58.0,0.0,normal
6,58,80,12002,18,64,80,70,58.0,0.0,normal
6,54,17718,80,4,64,134,1,54.0,0.0,normal
6,54,17750,80,2,64,135,1,54.0,0.0,normal
6,54,17779,80,2,64,136,1,54.0,0.0,normal
6,54,13067,80,4,64,137,1,54.0,0.0,normal
6,58,80,17788,18,64,81,71,58.0,0.0,normal
6,54,13163,80,2,64,138,1,54.0,0.0,normal
6,54,13270,80,2,64,139,1,54.0,0.0,normal
6,54,17894,80,2,64,140,1,54.0,0.0,normal
6,58,80,17903,18,64,82,72,58.0,0.0,normal
6,58,80,17920,18,64,83,73,58.0,0.0,normal
6,54,17984,80,2,64,141,1,54.0,0.0,normal
6,54,18040,80,2,64,142,1,54.0,0.0,normal
6,54,13352,80,2,64,143,1,54.0,0.0,normal
6,54,13391,80,2,64,144,1,54.0,0.0,normal
6,54,13633,80,2,64,146,1,54.0,0.0,normal
6,54,13633,80,2,64,146,1,54.0,0.0,normal
6,54,13684,80,2,64,147,1,54.0,0.0,normal
6,54,13711,80,2,64,149,1,54.0,0.0,normal
6,54,13711,80,2,64,149,1,54.0,0.0,normal
6,54,13735,80,2,64,150,1,54.0,0.0,normal
6,54,14006,80,2,64,151,1,54.0,0.0,normal
6,58,80,14110,18,64,84,74,58.0,0.0,normal
6,54,14165,80,2,64,152,1,54.0,0.0,normal
6,58,80,18541,18,64,85,75,58.0,0.0,normal
6,54,14819,80,4,64,153,1,54.0,0.0,normal
6,58,80,18616,18,64,86,76,58.0,0.0,normal
6,58,80,15011,18,64,87,77,58.0,0.0,normal
6,54,15124,80,4,64,154,1,54.0,0.0,normal
6,54,18753,80,2,64,155,1,54.0,0.0,normal
6,54,18955,80,2,64,156,1,54.0,0.0,normal
6,54,18975,80,4,64,157,1,54.0,0.0,normal
6,54,19020,80,2,64,158,1,54.0,0.0,normal
6,58,80,19060,18,64,88,78,58.0,0.0,normal
6,54,19147,80,2,64,159,1,54.0,0.0,normal
6,54,19799,80,2,64,160,1,54.0,0.0,normal
6,58,80,19802,18,64,89,79,58.0,0.0,normal
6,58,80,15241,18,64,92,80,58.0,0.0,normal
6,58,80,15241,18,64,92,80,58.0,0.0,normal
6,58,80,15241,18,64,92,80,58.0,0.0,normal
6,54,15349,80,4,64,161,1,54.0,0.0,normal
6,54,19900,80,2,64,162,1,54.0,0.0,normal
6,58,80,18844,18,64,93,81,58.0,0.0,normal
6,58,80,19223,18,64,94,82,58.0,0.0,normal
6,54,19349,80,4,64,164,1,54.0,0.0,normal
6,54,19349,80,4,64,164,1,54.0,0.0,normal
6,58,80,19385,18,64,95,83,58.0,0.0,normal
6,58,80,19421,18,64,96,84,58.0,0.0,normal
6,54,19507,80,2,64,166,1,54.0,0.0,normal
6,54,19507,80,2,64,166,1,54.0,0.0,normal
6,58,80,20001,18,64,97,85,58.0,0.0,normal
6,58,80,20104,18,64,98,86,58.0,0.0,normal
6,58,80,20136,18,64,99,87,58.0,0.0,normal
6,54,20049,80,2,64,167,1,54.0,0.0,normal
6,54,20149,80,2,64,168,1,54.0,0.0,normal
6,54,20228,80,4,64,169,1,54.0,0.0,normal
6,58,80,20239,18,64,101,88,58.0,0.0,normal
6,58,80,20239,18,64,101,88,58.0,0.0,normal
6,58,80,20278,18,64,102,89,58.0,0.0,normal
6,54,20199,80,2,64,170,1,54.0,0.0,normal
6,58,80,20292,18,64,103,90,58.0,0.0,normal
6,58,80,20325,18,64,104,91,58.0,0.0,normal
6,54,20341,80,4,64,171,1,54.0,0.0,normal
6,54,20440,80,2,64,172,1,54.0,0.0,normal
6,54,20456,80,4,64,173,1,54.0,0.0,normal
6,54,20473,80,2,64,174,1,54.0,0.0,normal
6,54,20813,80,2,64,176,1,54.0,0.0,normal
6,54,20813,80,2,64,176,1,54.0,0.0,normal
6,54,20846,80,2,64,177,1,54.0,0.0,normal
6,54,21730,80,2,64,179,1,54.0,0.0,normal
6,54,21730,80,2,64,179,1,54.0,0.0,normal
6,54,20769,80,4,64,180,1,54.0,0.0,normal
6,54,21983,80,2,64,181,1,54.0,0.0,normal
6,58,80,21123,18,64,105,92,58.0,0.0,normal
6,58,80,21467,18,64,108,93,58.0,0.0,normal
6,58,80,21467,18,64,108,93,58.0,0.0,normal
6,58,80,21467,18,64,108,93,58.0,0.0,normal
6,54,21501,80,2,64,182,1,54.0,0.0,normal
6,58,80,21630,18,64,109,94,58.0,0.0,normal
6,54,21665,80,2,64,183,1,54.0,0.0,normal
6,54,21697,80,4,64,184,1,54.0,0.0,normal
6,58,80,21833,18,64,110,95,58.0,0.0,normal
6,58,80,23024,18,64,111,96,58.0,0.0,normal
6,54,23050,80,2,64,186,1,54.0,0.0,normal
6,54,23050,80,2,64,186,1,54.0,0.0,normal
6,54,22487,80,2,64,187,1,54.0,0.0,normal
6,58,80,22681,18,64,112,97,58.0,0.0,normal
6,58,80,23205,18,64,114,98,58.0,0.0,normal
6,58,80,23205,18,64,114,98,58.0,0.0,normal
6,54,23229,80,2,64,188,1,54.0,0.0,normal
6,58,80,24060,18,64,115,99,58.0,0.0,normal
6,54,24127,80,4,64,189,1,54.0,0.0,normal
6,54,23387,80,2,64,190,1,54.0,0.0,normal
6,54,23423,80,2,64,191,1,54.0,0.0,normal
6,58,80,23563,18,64,116,100,58.0,0.0,normal
6,58,80,23655,18,64,117,101,58.0,0.0,normal
6,54,23726,80,4,64,192,1,54.0,0.0,normal
6,54,23940,80,2,64,193,1,54.0,0.0,normal
6,54,24097,80,2,64,194,1,54.0,0.0,normal
6,54,24156,80,2,64,195,1,54.0,0.0,normal
6,54,24469,80,2,64,196,1,54.0,0.0,normal
6,58,80,24536,18,64,119,102,58.0,0.0,normal
6,58,80,24536,18,64,119,102,58.0,0.0,normal
6,58,80,25201,18,64,120,103,58.0,0.0,normal
6,54,25288,80,2,64,197,1,54.0,0.0,normal
6,54,24856,80,2,64,198,1,54.0,0.0,normal
6,54,25123,80,2,64,199,1,54.0,0.0,normal
6,54,25266,80,2,64,200,1,54.0,0.0,normal
6,54,25461,80,2,64,201,1,54.0,0.0,normal
6,54,25584,80,4,64,203,1,54.0,0.0,normal
6,54,25584,80,4,64,203,1,54.0,0.0,normal
6,54,26022,80,2,64,204,1,54.0,0.0,normal
6,54,26101,80,2,64,205,1,54.0,0.0,normal
6,58,80,26334,18,64,121,104,58.0,0.0,normal
6,54,26475,80,2,64,206,1,54.0,0.0,normal
6,54,26526,80,2,64,207,1,54.0,0.0,normal
6,54,26561,80,4,64,208,1,54.0,0.0,normal
6,58,80,26780,18,64,123,105,58.0,0.0,normal
6,58,80,26780,18,64,123,105,58.0,0.0,normal
6,54,26942,80,2,64,209,1,54.0,0.0,normal
6,58,80,27654,18,64,124,106,58.0,0.0,normal
6,54,27685,80,2,64,210,1,54.0,0.0,normal
6,58,80,27216,18,64,125,107,58.0,0.0,normal
6,58,80,27448,18,64,126,108,58.0,0.0,normal
6,54,27613,80,2,64,212,1,54.0,0.0,normal
6,54,27613,80,2,64,212,1,54.0,0.0,normal
6,54,27727,80,4,64,213,1,54.0,0.0,normal
6,58,80,28986,18,64,127,109,58.0,0.0,normal
6,54,29020,80,2,64,214,1,54.0,0.0,normal
6,54,28053,80,2,64,215,1,54.0,0.0,normal
6,54,28176,80,2,64,217,1,54.0,0.0,normal
6,54,28176,80,2,64,217,1,54.0,0.0,normal
6,54,28811,80,2,64,218,1,54.0,0.0,normal
6,54,28938,80,4,64,219,1,54.0,0.0,normal
6,54,29122,80,2,64,220,1,54.0,0.0,normal
6,54,29173,80,2,64,221,1,54.0,0.0,normal
6,58,80,29028,18,64,129,110,58.0,0.0,normal
6,58,80,29028,18,64,129,110,58.0,0.0,normal
6,54,29200,80,2,64,222,1,54.0,0.0,normal
6,54,29229,80,2,64,223,1,54.0,0.0,normal
6,54,29262,80,2,64,224,1,54.0,0.0,normal
6,58,80,29355,18,64,130,111,58.0,0.0,normal
6,58,80,29796,18,64,131,112,58.0,0.0,normal
6,58,80,29820,18,64,132,113,58.0,0.0,normal
6,58,80,31017,18,64,133,114,58.0,0.0,normal
6,54,31141,80,2,64,225,1,54.0,0.0,normal
6,58,80,30230,18,64,134,115,58.0,0.0,normal
6,54,30294,80,2,64,226,1,54.0,0.0,normal
6,54,30360,80,2,64,227,1,54.0,0.0,normal
6,54,30411,80,2,64,228,1,54.0,0.0,normal
6,54,30446,80,4,64,229,1,54.0,0.0,normal
6,58,80,30548,18,64,136,116,58.0,0.0,normal
